ID_CLIENTE,FECHA_SOLICITUD,EDAD,ESTADO_CIVIL,NIVEL_EDUCATIVO,SITUACION_LABORAL,TIPO_VIVIENDA,INGRESOS_MENSUALES,LINEA_CREDITO_TOTAL,SALDO_DEUDOR_TOTAL,NUM_ATRASOS_30_59_DIAS,NUM_ATRASOS_60_89_DIAS,NUM_ATRASOS_90_MAS_DIAS,NUM_CONSULTAS_CENTRAL
CLI_016496,2026-01-16,37,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,4048.1583459299914,23995.37,10056.75,0,0,0,1.0
CLI_016497,2026-01-04,49,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1210.578014162825,25057.62,9689.4,0,0,0,
CLI_016498,2026-03-16,37,CASADO,SECUNDARIA,INDEPENDIENTE,ALQUILER,3048.5598253614985,14003.77,4521.14,0,1,0,1.0
CLI_016499,2026-03-04,44,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,5931.06556790914,4881.51,2334.57,0,0,0,0.0
CLI_016500,2026-02-12,37,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,4321.587178748348,17004.71,7560.39,0,0,0,2.0
CLI_016501,2026-02-05,42,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,4654.2538548126995,14521.62,7061.29,0,0,0,2.0
CLI_016502,2026-03-28,33,CASADO,SECUNDARIA,INDEPENDIENTE,ALQUILER,12291.827928669272,24790.49,9954.24,0,0,0,1.0
CLI_016503,2026-01-22,32,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2124.0013080185586,8117.67,179.48,1,0,0,0.0
CLI_016504,2026-02-20,53,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,5778.978841588669,5609.82,3225.59,0,0,0,0.0
CLI_016505,2026-01-09,47,CASADO,SECUNDARIA,DEPENDIENTE,ALQUILER,4173.540559448997,5417.34,4764.47,0,0,0,1.0
CLI_016506,2026-03-09,31,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,15369.168220167949,6498.51,1169.5,0,0,0,2.0
CLI_016507,2026-02-04,27,DIVORCIADO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,5159.712674765489,5813.19,737.14,0,0,0,3.0
CLI_016508,2026-01-07,33,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,3646.7135314401035,1775.25,774.39,0,1,0,4.0
CLI_016509,2026-03-23,18,CASADO,POSGRADO,INDEPENDIENTE,HIPOTECA,6152.853817689496,33688.06,7048.57,2,1,0,1.0
CLI_016510,2026-03-26,52,DIVORCIADO,SECUNDARIA,DEPENDIENTE,ALQUILER,1168.7945092730156,17445.4,2238.06,1,0,0,0.0
CLI_016511,2026-03-01,38,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,3653.1185396533724,4804.33,2543.94,0,0,0,1.0
CLI_016512,2026-01-26,49,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,1085.3421376075385,6188.88,1569.68,0,0,0,1.0
CLI_016513,2026-03-21,53,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,,5428.65,1163.94,0,0,0,0.0
CLI_016514,2026-03-05,35,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,5365.5144028696495,45161.06,28259.24,0,0,0,1.0
CLI_016515,2026-02-04,43,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,22527.457268115,25991.29,6331.22,0,0,0,0.0
CLI_016516,2026-03-26,34,SOLTERO,POSGRADO,INDEPENDIENTE,PROPIA,6998.224365610299,10611.28,5366.97,0,0,0,0.0
CLI_016517,2026-02-27,48,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,2071.4203392327745,3416.77,171.18,0,0,0,0.0
CLI_016518,2026-01-28,39,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,9938.831131021903,24730.86,10099.74,0,0,0,0.0
CLI_016519,2026-02-11,57,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,2458.4343798282844,5009.39,2962.75,0,0,0,1.0
CLI_016520,2026-01-25,56,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,3668.618148251526,1724.96,224.41,0,0,0,3.0
CLI_016521,2026-02-03,42,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,5719.543232994293,7047.88,5661.53,0,0,1,2.0
CLI_016522,2026-01-11,63,CASADO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,1239.2149875303037,13297.21,2185.18,0,0,0,0.0
CLI_016523,2026-01-28,61,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,8117.061552112331,18888.68,12234.79,1,0,0,2.0
CLI_016524,2026-03-07,36,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,3921.4587865407216,3682.54,1205.73,0,0,0,1.0
CLI_016525,2026-02-06,39,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,4195.4531495012525,13810.06,2673.57,0,1,0,1.0
CLI_016526,2026-03-25,45,DIVORCIADO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,,15440.12,3883.42,0,0,0,1.0
CLI_016527,2026-01-27,41,SOLTERO,POSGRADO,DEPENDIENTE,ALQUILER,8493.64970813895,3404.24,1089.85,0,0,0,1.0
CLI_016528,2026-02-11,48,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,2321.600118990642,18422.03,1735.2,0,1,0,0.0
CLI_016529,2026-03-14,42,DIVORCIADO,SECUNDARIA,DEPENDIENTE,PROPIA,8310.288380829468,17438.69,3101.39,0,0,0,1.0
CLI_016530,2026-01-13,60,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,4496.426809695233,4408.5,1452.35,0,0,0,3.0
CLI_016531,2026-01-09,18,CASADO,POSGRADO,DEPENDIENTE,PROPIA,5665.807318818299,14645.25,2162.18,0,0,0,1.0
CLI_016532,2026-01-17,43,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,7605.980798478844,15112.81,490.3,0,0,0,0.0
CLI_016533,2026-01-16,25,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,9906.752249432242,21786.63,7669.65,0,0,0,1.0
CLI_016534,2026-02-07,33,SOLTERO,POSGRADO,DEPENDIENTE,HIPOTECA,12679.426987908186,19183.43,13717.38,0,0,0,0.0
CLI_016535,2026-02-12,31,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,6257.059203426505,12195.73,4482.08,1,0,0,0.0
CLI_016536,2026-02-05,46,CASADO,SECUNDARIA,DEPENDIENTE,PROPIA,12064.732203600355,23265.79,12563.39,0,0,0,0.0
CLI_016537,2026-01-06,44,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,3185.3178244765045,19312.43,10944.44,0,2,0,0.0
CLI_016538,2026-01-13,45,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,3320.693718892384,7136.13,1360.6,0,0,0,1.0
CLI_016539,2026-02-20,31,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2252.0709985125877,2859.92,752.64,0,0,0,2.0
CLI_016540,2026-02-07,28,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,5146.557328940876,5593.77,1293.94,0,0,0,2.0
CLI_016541,2026-03-06,36,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1614.6983479101314,15252.95,2466.42,0,0,0,1.0
CLI_016542,2026-03-13,54,CASADO,SECUNDARIA,DESEMPLEADO,PROPIA,5476.352057795362,21141.75,1401.98,0,2,0,1.0
CLI_016543,2026-02-03,35,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1094.5193890286869,4288.24,1838.2,1,2,0,0.0
CLI_016544,2026-01-01,38,DIVORCIADO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,1605.488476992431,1712.29,634.26,0,0,0,4.0
CLI_016545,2026-02-04,65,SOLTERO,POSGRADO,INDEPENDIENTE,PROPIA,,6963.22,1664.65,0,0,0,0.0
CLI_016546,2026-01-30,29,CASADO,POSGRADO,DEPENDIENTE,HIPOTECA,3747.1978139761254,9873.7,3506.56,0,0,0,1.0
CLI_016547,2026-03-24,50,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,6165.784874703738,14039.55,2650.46,0,0,0,1.0
CLI_016548,2026-02-09,34,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,5605.279189648197,9392.75,4298.93,0,0,0,0.0
CLI_016549,2026-03-18,76,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,9710.530061415144,3657.13,533.33,0,0,0,3.0
CLI_016550,2026-03-22,50,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1930.6937434416634,11087.83,802.33,0,0,0,1.0
CLI_016551,2026-03-01,44,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,6547.989048452764,6816.18,1746.84,1,0,0,3.0
CLI_016552,2026-02-07,27,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1182.9555242476595,9914.12,970.95,1,0,0,0.0
CLI_016553,2026-01-18,31,CASADO,SECUNDARIA,DEPENDIENTE,PROPIA,2064.250835015703,32461.77,5709.2,0,0,0,1.0
CLI_016554,2026-03-01,25,CASADO,POSGRADO,DEPENDIENTE,PROPIA,2462.0822227748477,10814.89,1624.66,0,1,0,0.0
CLI_016555,2026-03-03,18,SOLTERO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,3111.3678596060754,6000.91,3131.24,0,0,0,1.0
CLI_016556,2026-02-02,35,CASADO,SECUNDARIA,INDEPENDIENTE,ALQUILER,1632.4669332321103,4906.26,2387.06,0,0,0,0.0
CLI_016557,2026-02-05,52,SOLTERO,POSGRADO,DEPENDIENTE,HIPOTECA,11589.342982781112,36730.47,28752.88,0,0,0,1.0
CLI_016558,2026-01-04,37,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,6479.935428018894,3475.27,254.43,0,0,0,2.0
CLI_016559,2026-02-02,23,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,13850.679443241628,15262.47,3923.28,0,0,0,0.0
CLI_016560,2026-02-01,39,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,7366.138501965056,2669.15,462.59,0,0,0,0.0
CLI_016561,2026-01-25,52,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,1040.2384420258275,8790.19,2740.74,0,1,0,0.0
CLI_016562,2026-03-19,47,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,,10012.84,1018.56,0,1,0,1.0
CLI_016563,2026-01-26,41,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,2175.8403556015965,14830.6,14250.92,0,0,0,2.0
CLI_016564,2026-02-14,42,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2175.8551106070863,3051.41,1380.09,0,0,0,0.0
CLI_016565,2026-02-17,58,CASADO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,6921.549394010625,2687.93,548.98,0,0,0,1.0
CLI_016566,2026-01-06,25,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,6629.684553814064,3400.1,2858.5,0,0,0,
CLI_016567,2026-01-12,39,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,6517.52935606226,27638.46,9979.51,1,0,0,0.0
CLI_016568,2026-01-10,63,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1838.949574343847,2238.16,418.9,0,0,0,0.0
CLI_016569,2026-03-08,40,CASADO,POSGRADO,DEPENDIENTE,PROPIA,2732.024442566748,2894.85,1270.49,0,0,0,1.0
CLI_016570,2026-01-15,47,CASADO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,,6190.52,1316.86,0,0,0,1.0
CLI_016571,2026-03-13,50,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1864.8637106799633,17549.34,3072.57,0,0,0,0.0
CLI_016572,2026-01-18,41,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,1971.7162526539655,10629.54,2823.72,0,0,0,1.0
CLI_016573,2026-01-28,50,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,8341.851843418823,25954.14,2312.43,1,0,0,1.0
CLI_016574,2026-01-13,35,SOLTERO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,1772.4515590937638,14693.73,7940.35,0,0,0,0.0
CLI_016575,2026-03-14,57,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1374.6116468197101,5494.59,484.64,0,0,0,2.0
CLI_016576,2026-01-24,56,CASADO,POSGRADO,DEPENDIENTE,ALQUILER,4324.8552876319445,27508.17,4894.72,0,0,0,0.0
CLI_016577,2026-02-12,37,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,2371.8918271785233,11777.42,1224.0,1,0,0,2.0
CLI_016578,2026-02-04,37,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2713.4371023177905,13178.0,4521.41,0,0,0,2.0
CLI_016579,2026-01-01,26,SOLTERO,UNIVERSITARIO,DESEMPLEADO,ALQUILER,,7466.86,3773.32,0,0,0,1.0
CLI_016580,2026-03-04,28,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,,10118.21,2541.1,0,0,0,1.0
CLI_016581,2026-01-27,31,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1117.9348505298585,19926.9,6720.7,1,0,0,1.0
CLI_016582,2026-01-15,28,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,1922.138482925513,21383.88,2055.97,0,0,0,1.0
CLI_016583,2026-02-14,22,SOLTERO,POSGRADO,DEPENDIENTE,HIPOTECA,13098.653121060175,15857.53,4958.73,0,0,0,0.0
CLI_016584,2026-02-24,37,CASADO,UNIVERSITARIO,DESEMPLEADO,PROPIA,1360.5497111267512,15584.41,3904.0,0,0,0,1.0
CLI_016585,2026-03-19,51,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,7678.852749978672,3326.67,117.75,0,0,0,1.0
CLI_016586,2026-01-03,41,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,3954.093248061516,31012.34,6215.04,0,0,0,3.0
CLI_016587,2026-01-09,24,SOLTERO,UNIVERSITARIO,DESEMPLEADO,HIPOTECA,1302.8712912980795,20304.87,10827.46,0,0,0,0.0
CLI_016588,2026-03-02,50,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3085.834979860829,13020.08,3658.16,0,0,0,1.0
CLI_016589,2026-03-22,41,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,9968.023625892487,5818.06,2579.67,0,0,0,1.0
CLI_016590,2026-01-15,29,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,,6998.62,1044.32,0,0,0,0.0
CLI_016591,2026-02-22,37,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,6634.81926133649,19900.18,3330.78,1,0,0,2.0
CLI_016592,2026-03-20,34,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,7457.664756837377,5144.92,1840.65,2,0,0,0.0
CLI_016593,2026-01-05,39,CASADO,SECUNDARIA,DEPENDIENTE,ALQUILER,1445.8665402344402,25817.25,15063.28,0,0,0,
CLI_016594,2026-03-22,44,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1856.4258351224585,7222.09,928.92,0,0,0,1.0
CLI_016595,2026-02-17,63,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,2599.4300989818944,3010.51,653.11,0,0,0,0.0
CLI_016596,2026-01-04,43,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,9487.4977146275,10968.44,7429.63,0,0,0,2.0
CLI_016597,2026-03-18,37,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3673.832800874226,31000.97,2251.96,0,0,0,0.0
CLI_016598,2026-03-11,45,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,3236.1687987112655,14645.19,4964.84,0,0,0,2.0
CLI_016599,2026-01-31,22,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,5483.830866582826,29140.67,1705.34,1,0,0,2.0
CLI_016600,2026-03-10,41,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,2993.5924666970395,17016.35,7798.73,1,0,0,0.0
CLI_016601,2026-03-16,36,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,5709.555454010181,70510.7,31833.07,0,0,0,0.0
CLI_016602,2026-03-26,32,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1791.1634905332255,31824.49,13466.61,0,0,0,0.0
CLI_016603,2026-03-19,49,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,5034.445116414889,14192.84,3721.75,1,0,0,0.0
CLI_016604,2026-01-27,58,CASADO,POSGRADO,DEPENDIENTE,HIPOTECA,5052.345491938899,7751.14,4329.9,0,0,1,1.0
CLI_016605,2026-03-27,34,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1762.3068623540362,33330.13,22042.16,0,0,0,2.0
CLI_016606,2026-03-30,31,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1336.4302683451078,8351.92,4620.58,0,0,0,6.0
CLI_016607,2026-03-29,37,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,1164.8945071145888,7909.27,1991.95,0,0,0,0.0
CLI_016608,2026-02-18,48,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,4361.649535814357,3382.01,1145.57,0,0,0,2.0
CLI_016609,2026-03-19,41,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1209.5916060747693,4316.92,2365.53,0,0,0,1.0
CLI_016610,2026-03-10,46,DIVORCIADO,POSGRADO,INDEPENDIENTE,ALQUILER,5569.44606943256,1501.74,905.61,0,0,0,2.0
CLI_016611,2026-03-05,29,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,1058.8272037270867,12997.19,2785.87,0,0,0,2.0
CLI_016612,2026-01-29,51,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,6375.418877591502,6883.85,4312.82,0,0,0,3.0
CLI_016613,2026-01-10,51,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,3082.7507156928127,12418.34,2022.55,1,0,0,1.0
CLI_016614,2026-03-14,35,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2081.1913974720464,20810.47,17123.57,0,0,0,0.0
CLI_016615,2026-02-07,28,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,7515.602064796725,13723.09,2392.6,0,0,0,0.0
CLI_016616,2026-03-04,64,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,,17773.02,5811.97,0,0,0,2.0
CLI_016617,2026-02-16,47,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,5605.6092459355605,11100.15,2218.93,1,0,0,1.0
CLI_016618,2026-02-05,30,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,5836.934732943915,8466.77,4606.07,0,0,0,0.0
CLI_016619,2026-03-23,45,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,5719.599972363336,4646.97,1731.68,0,1,0,1.0
CLI_016620,2026-02-14,31,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,8762.709543079112,9729.92,1137.34,0,0,0,1.0
CLI_016621,2026-02-13,31,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2942.032395649978,1518.76,802.75,0,0,0,2.0
CLI_016622,2026-02-15,36,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3148.2894842182727,7520.75,3264.82,1,0,0,2.0
CLI_016623,2026-02-18,53,CASADO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,2898.363514358384,3060.48,979.66,0,0,0,0.0
CLI_016624,2026-02-14,29,CASADO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,1435.0435565362939,24023.98,12665.3,0,0,0,0.0
CLI_016625,2026-01-09,36,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,8066.628694366559,14220.24,2901.72,0,0,0,0.0
CLI_016626,2026-03-12,40,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,1350.3245002636515,9604.07,2165.82,0,0,0,0.0
CLI_016627,2026-01-03,45,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,2003.5339660261734,26211.87,8680.6,0,0,0,0.0
CLI_016628,2026-03-23,55,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2442.2096501895003,14415.97,1495.12,0,0,0,0.0
CLI_016629,2026-03-12,27,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,3369.9903301037075,16472.29,354.33,0,0,0,
CLI_016630,2026-03-24,30,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,,10986.99,4525.98,0,0,0,1.0
CLI_016631,2026-01-16,43,DIVORCIADO,SECUNDARIA,DESEMPLEADO,ALQUILER,3288.6165362391657,19326.52,1155.9,0,0,0,1.0
CLI_016632,2026-03-17,35,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,2640.7977627210516,9766.16,3281.44,0,0,0,1.0
CLI_016633,2026-03-30,39,CASADO,SECUNDARIA,INDEPENDIENTE,ALQUILER,1115.360936120048,5330.04,1648.4,0,0,0,2.0
CLI_016634,2026-03-17,53,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1945.3349662873454,38217.17,20175.82,1,1,0,
CLI_016635,2026-02-06,52,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,5700.684439910581,3377.87,1380.28,0,0,0,2.0
CLI_016636,2026-02-27,57,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,,10409.32,4598.89,0,0,0,1.0
CLI_016637,2026-02-26,49,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,,6134.64,2910.46,0,0,0,1.0
CLI_016638,2026-02-05,41,DIVORCIADO,SECUNDARIA,DEPENDIENTE,PROPIA,5520.729413270636,7497.92,2281.65,0,0,0,0.0
CLI_016639,2026-01-24,42,CASADO,POSGRADO,DEPENDIENTE,HIPOTECA,7288.650915483486,4921.7,915.38,0,0,0,0.0
CLI_016640,2026-01-12,54,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,5903.176788611441,8830.55,1086.95,1,0,0,1.0
CLI_016641,2026-02-24,34,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,6439.8254117547685,10491.08,4454.93,0,0,0,2.0
CLI_016642,2026-02-14,59,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,8053.5793112641295,25891.92,800.77,1,0,0,1.0
CLI_016643,2026-01-08,36,CASADO,POSGRADO,INDEPENDIENTE,HIPOTECA,3772.19131585245,6158.12,799.0,0,0,0,0.0
CLI_016644,2026-03-21,65,SOLTERO,SECUNDARIA,INDEPENDIENTE,ALQUILER,3891.941630689063,13614.47,10613.93,0,0,0,0.0
CLI_016645,2026-01-06,19,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,7879.112908529715,3595.77,2967.04,0,0,0,0.0
CLI_016646,2026-02-12,46,DIVORCIADO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,1158.7698401791026,15081.02,12411.76,0,0,0,2.0
CLI_016647,2026-03-07,30,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,7400.210615493504,7384.52,2131.32,0,0,1,2.0
CLI_016648,2026-03-29,46,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,5622.55386362639,14227.36,640.44,0,0,0,2.0
CLI_016649,2026-01-23,47,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,8776.915714426985,2040.24,1630.84,2,0,0,1.0
CLI_016650,2026-01-15,20,CASADO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,4167.69584077883,21990.86,7938.23,0,0,0,2.0
CLI_016651,2026-03-08,32,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2658.056975150813,4697.46,2273.27,0,0,0,2.0
CLI_016652,2026-01-18,54,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,1586.2368538046535,2478.87,1059.01,0,0,0,1.0
CLI_016653,2026-03-28,37,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,7686.501993808989,9001.34,1994.65,0,0,0,1.0
CLI_016654,2026-02-17,34,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,8341.947431997964,15813.53,2149.31,2,0,0,4.0
CLI_016655,2026-02-06,24,SOLTERO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,1783.1031902069976,30299.34,3903.08,0,0,0,0.0
CLI_016656,2026-02-26,36,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2059.4292021455753,11574.45,4737.15,0,0,0,1.0
CLI_016657,2026-01-03,43,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,11504.147837060696,7538.92,4161.36,1,0,0,0.0
CLI_016658,2026-01-24,41,DIVORCIADO,SECUNDARIA,DEPENDIENTE,ALQUILER,6276.627530308,14035.11,6646.14,1,0,0,0.0
CLI_016659,2026-01-06,45,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,5868.19021333011,7010.69,3054.7,0,0,0,0.0
CLI_016660,2026-02-24,36,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,,3164.35,1647.42,0,0,0,1.0
CLI_016661,2026-03-23,45,DIVORCIADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,4500.642972138834,20500.68,6720.75,1,0,0,1.0
CLI_016662,2026-02-12,42,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,5445.96187087141,7983.25,3499.33,2,0,0,3.0
CLI_016663,2026-01-19,36,SOLTERO,POSGRADO,DESEMPLEADO,ALQUILER,3977.3572513768995,40482.3,316.68,1,0,0,0.0
CLI_016664,2026-02-15,44,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1837.0867548962824,3990.35,2713.91,0,0,0,0.0
CLI_016665,2026-03-26,43,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,11184.415182598563,2988.06,1069.45,0,0,0,2.0
CLI_016666,2026-01-09,41,CASADO,SECUNDARIA,INDEPENDIENTE,PROPIA,5115.974009398684,22330.56,9835.33,1,0,0,0.0
CLI_016667,2026-02-26,28,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,,22925.9,2893.61,0,0,0,2.0
CLI_016668,2026-03-10,47,DIVORCIADO,POSGRADO,DEPENDIENTE,ALQUILER,1563.129266340553,27478.36,9843.28,1,0,0,1.0
CLI_016669,2026-01-23,54,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1702.1040349817918,30996.92,14852.16,0,0,0,1.0
CLI_016670,2026-02-03,46,CASADO,POSGRADO,DEPENDIENTE,PROPIA,4139.92114112608,18121.87,979.48,0,0,0,3.0
CLI_016671,2026-01-16,32,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1476.9044783012605,21354.8,13885.11,0,0,0,1.0
CLI_016672,2026-03-07,40,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1580.0920895599957,5482.55,1325.95,1,0,0,1.0
CLI_016673,2026-02-17,30,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1094.0770021741673,2128.58,180.91,0,0,0,0.0
