ID_CLIENTE,FECHA_SOLICITUD,EDAD,ESTADO_CIVIL,NIVEL_EDUCATIVO,SITUACION_LABORAL,TIPO_VIVIENDA,INGRESOS_MENSUALES,LINEA_CREDITO_TOTAL,SALDO_DEUDOR_TOTAL,NUM_ATRASOS_30_59_DIAS,NUM_ATRASOS_60_89_DIAS,NUM_ATRASOS_90_MAS_DIAS,NUM_CONSULTAS_CENTRAL,DEFAULT
CLI_000500,2025-09-15,19,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1499.1622972993923,5137.22,481.49,1,0,0,3.0,0
CLI_000501,2025-06-09,53,SOLTERO,POSGRADO,INDEPENDIENTE,ALQUILER,1180.5739645659605,6693.7,2211.25,0,0,0,1.0,0
CLI_000502,2025-12-06,45,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2254.3459217994537,3651.66,597.05,0,0,0,0.0,0
CLI_000503,2025-06-01,40,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,,6017.68,715.04,0,0,0,2.0,0
CLI_000504,2025-06-27,39,DIVORCIADO,SECUNDARIA,DEPENDIENTE,PROPIA,11467.84757723131,7489.26,3152.28,0,0,0,0.0,0
CLI_000505,2025-06-12,35,SOLTERO,SECUNDARIA,DESEMPLEADO,PROPIA,7587.53339736022,3590.17,2525.48,0,0,0,1.0,1
CLI_000506,2025-02-02,37,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1067.7518719690602,5472.4,282.3,0,0,0,,0
CLI_000507,2025-06-28,49,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1124.8427805911278,15345.96,3811.64,0,0,0,1.0,0
CLI_000508,2025-04-11,35,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,,25732.31,4858.35,0,1,0,4.0,1
CLI_000509,2025-09-25,37,DIVORCIADO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,2623.507515930448,14030.14,6219.77,0,0,0,2.0,1
CLI_000510,2025-11-19,39,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,14762.517437626328,40981.52,20635.86,0,0,0,,0
CLI_000511,2025-03-06,39,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,8975.08520644724,4885.63,426.26,0,0,0,2.0,0
CLI_000512,2025-06-17,34,CASADO,POSGRADO,DEPENDIENTE,HIPOTECA,2034.3850918825024,6884.28,2294.69,0,0,0,2.0,0
CLI_000513,2025-11-26,39,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,2872.8707721390565,6288.77,3832.03,0,0,0,0.0,0
CLI_000514,2025-02-12,44,DIVORCIADO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,7113.978481308134,10564.96,3921.65,0,0,0,0.0,0
CLI_000515,2025-02-13,31,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,5999.310846900846,16478.74,6459.51,0,0,0,1.0,0
CLI_000516,2025-10-12,39,DIVORCIADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,1522.9654463677348,4356.52,548.57,0,0,0,1.0,0
CLI_000517,2025-01-12,62,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1424.136629571013,22369.94,13238.87,0,0,0,0.0,0
CLI_000518,2025-04-05,40,SOLTERO,UNIVERSITARIO,DESEMPLEADO,PROPIA,3771.274233192603,6464.17,2021.7,0,0,0,0.0,0
CLI_000519,2025-10-29,30,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1401.9840826446257,8958.46,1997.31,1,0,0,1.0,0
CLI_000520,2025-09-10,29,SOLTERO,SECUNDARIA,DESEMPLEADO,PROPIA,7125.766038044587,23196.37,15762.27,0,0,0,2.0,0
CLI_000521,2025-08-30,27,DIVORCIADO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,2047.4458692160927,6267.08,645.37,0,0,0,0.0,0
CLI_000522,2025-02-04,58,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1755.3139478068465,14812.32,6882.36,1,0,0,0.0,0
CLI_000523,2025-08-03,52,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,1743.8699540582465,8974.8,3762.2,2,0,0,2.0,1
CLI_000524,2025-12-03,26,CASADO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,1187.0024096733416,5333.38,1838.6,0,0,0,1.0,0
CLI_000525,2025-03-31,43,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,4618.663504792829,8627.75,3297.0,0,0,0,4.0,0
CLI_000526,2025-09-21,54,SOLTERO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,1654.0206193773424,18586.65,8668.67,0,0,0,1.0,0
CLI_000527,2025-04-03,40,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1954.9822827976427,14733.59,8529.9,0,0,0,0.0,0
CLI_000528,2025-03-31,35,SOLTERO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,5895.3627023248455,18364.43,9518.67,1,0,0,1.0,1
CLI_000529,2025-04-25,65,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1232.1981509551676,6016.21,2178.98,1,0,0,,1
CLI_000530,2025-04-15,20,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,1818.0329500727473,19166.11,8628.66,0,0,0,,0
CLI_000531,2025-07-15,69,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1591.1347172879173,7724.62,1176.09,0,0,0,1.0,0
CLI_000532,2025-11-10,41,SOLTERO,POSGRADO,DEPENDIENTE,ALQUILER,1042.0128273619378,10738.17,1642.73,0,0,0,2.0,0
CLI_000533,2025-04-24,55,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,3737.848947206755,26804.71,4175.08,0,0,0,0.0,0
CLI_000534,2025-03-16,27,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1762.6705214869567,16677.16,5181.51,0,0,0,1.0,0
CLI_000535,2025-08-05,33,SOLTERO,POSGRADO,DEPENDIENTE,ALQUILER,4532.485468535257,16581.13,10120.05,1,0,0,1.0,0
CLI_000536,2025-10-04,29,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3463.494303893483,9805.21,7812.2,1,0,0,2.0,1
CLI_000537,2025-09-06,39,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,4882.885732797124,11905.2,4186.99,0,0,0,0.0,0
CLI_000538,2025-06-13,44,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,15002.13942838002,18356.67,1584.66,1,0,0,2.0,0
CLI_000539,2025-12-23,52,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,1894.0496457353142,1549.06,713.19,1,0,0,0.0,0
CLI_000540,2025-07-11,22,CASADO,SECUNDARIA,DEPENDIENTE,ALQUILER,4861.8628342638785,7899.34,2642.82,0,0,0,0.0,0
CLI_000541,2025-08-15,42,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,7301.991320177042,5769.73,1645.93,0,0,0,0.0,0
CLI_000542,2025-06-26,50,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,12069.522260637523,5041.59,2395.95,1,0,0,1.0,0
CLI_000543,2025-04-09,52,SOLTERO,SECUNDARIA,INDEPENDIENTE,ALQUILER,4433.110865164784,22695.86,7873.24,0,0,0,2.0,1
CLI_000544,2025-02-05,36,DIVORCIADO,POSGRADO,DEPENDIENTE,HIPOTECA,1515.774101873456,9270.73,5665.03,1,0,0,1.0,0
CLI_000545,2025-04-06,36,DIVORCIADO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,1218.7318140085376,2114.02,457.19,0,0,0,0.0,0
CLI_000546,2025-06-01,39,SOLTERO,SECUNDARIA,INDEPENDIENTE,ALQUILER,2167.5438902554306,46244.54,14771.63,0,0,0,1.0,0
CLI_000547,2025-05-31,43,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,10241.467070113265,3402.52,1501.99,0,0,0,2.0,0
CLI_000548,2025-07-09,55,SOLTERO,POSGRADO,DEPENDIENTE,PROPIA,,8320.21,6308.75,0,0,0,0.0,0
CLI_000549,2025-08-12,27,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,4055.4695881461353,13489.4,3292.03,0,0,0,0.0,0
CLI_000550,2025-02-06,32,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,4326.041377558242,11469.34,3879.83,0,0,0,1.0,0
CLI_000551,2025-09-25,26,CASADO,SECUNDARIA,INDEPENDIENTE,ALQUILER,2438.2628587757163,8356.57,1951.84,0,0,0,2.0,1
CLI_000552,2025-07-02,45,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,1726.375248860124,5858.33,2995.68,0,0,0,3.0,0
CLI_000553,2025-01-13,53,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,11820.336767350198,11600.25,2340.72,0,0,0,2.0,0
CLI_000554,2025-10-06,25,SOLTERO,POSGRADO,DEPENDIENTE,ALQUILER,5953.245110317056,24716.73,5666.09,0,1,0,3.0,0
CLI_000555,2025-08-05,41,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,3529.233530080247,4792.8,1538.03,0,0,0,1.0,0
CLI_000556,2025-12-21,52,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2679.57470216073,2280.89,198.26,0,0,0,1.0,0
CLI_000557,2025-12-27,49,CASADO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,3332.452101512572,6812.69,295.11,1,0,0,1.0,0
CLI_000558,2025-10-13,49,SOLTERO,POSGRADO,DEPENDIENTE,ALQUILER,1144.8572107046427,18009.76,11922.06,0,0,0,0.0,0
CLI_000559,2025-09-30,27,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,2020.2097886900367,58485.98,4295.77,0,0,0,3.0,0
CLI_000560,2025-03-03,49,DIVORCIADO,POSGRADO,DEPENDIENTE,PROPIA,2035.183498915822,14129.52,2555.39,0,0,0,0.0,0
CLI_000561,2025-03-25,38,DIVORCIADO,UNIVERSITARIO,DESEMPLEADO,HIPOTECA,3087.9461966189174,10043.6,1946.7,0,0,0,0.0,0
CLI_000562,2025-08-05,52,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,,2458.5,1939.51,1,0,0,1.0,0
CLI_000563,2025-12-08,45,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1742.94888650114,6508.36,1183.92,0,0,0,2.0,0
CLI_000564,2025-07-06,32,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,6101.463233516094,2199.71,528.03,0,0,0,1.0,0
CLI_000565,2025-01-19,44,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,8863.814006750328,8041.71,2338.55,0,0,0,2.0,0
CLI_000566,2025-06-26,50,SOLTERO,UNIVERSITARIO,DESEMPLEADO,HIPOTECA,1268.25034866195,9591.56,6877.3,0,0,0,2.0,0
CLI_000567,2025-04-10,35,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1848.4947812365795,5353.41,1207.83,0,1,0,0.0,0
CLI_000568,2025-08-21,42,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,6225.423980044797,2369.19,1686.89,0,0,0,2.0,0
CLI_000569,2025-03-17,26,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,6946.727146350431,8183.78,223.78,0,0,0,1.0,0
CLI_000570,2025-09-22,47,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,,43978.96,23300.85,0,0,0,2.0,1
CLI_000571,2025-10-11,40,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,5179.70767973557,6161.43,1900.2,1,0,0,0.0,0
CLI_000572,2025-07-25,51,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1307.7182499534792,6024.01,669.86,0,0,0,,1
CLI_000573,2025-08-11,46,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,7653.940873187195,3425.56,641.24,0,0,0,0.0,0
CLI_000574,2025-02-21,36,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,7283.4849988936085,11241.75,5257.34,2,0,0,1.0,1
CLI_000575,2025-12-05,31,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,5162.762962324893,10715.0,1681.51,0,1,0,0.0,0
CLI_000576,2025-05-24,29,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,,7357.32,1100.44,1,0,0,0.0,0
CLI_000577,2025-03-10,35,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1195.8214932141166,28435.37,8583.94,0,0,0,0.0,0
CLI_000578,2025-04-09,50,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1944.1589828793726,2686.54,1782.54,0,0,0,1.0,0
CLI_000579,2025-01-25,21,CASADO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,2600.952556778773,31990.88,6780.1,1,0,0,2.0,0
CLI_000580,2025-02-22,29,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,1629.3620968416756,7866.05,3612.82,0,0,0,1.0,0
CLI_000581,2025-05-31,50,DIVORCIADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,6927.639145422994,3253.06,2498.68,0,0,0,2.0,1
CLI_000582,2025-05-24,55,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,5979.212579392123,11449.14,2157.28,0,0,0,0.0,0
CLI_000583,2025-02-26,30,CASADO,SECUNDARIA,INDEPENDIENTE,ALQUILER,6218.712742333641,15167.56,2123.71,0,0,0,,0
CLI_000584,2025-02-08,29,CASADO,POSGRADO,DEPENDIENTE,ALQUILER,2230.0981704151013,5431.76,2296.33,0,0,0,1.0,0
CLI_000585,2025-04-19,56,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,6059.30347907894,23270.08,17022.83,0,0,0,0.0,0
CLI_000586,2025-06-30,39,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1484.5980641335132,1635.19,248.87,0,0,0,1.0,0
CLI_000587,2025-02-11,31,SOLTERO,POSGRADO,DEPENDIENTE,HIPOTECA,1420.3085562934498,6646.5,1348.24,0,0,0,2.0,0
CLI_000588,2025-07-05,52,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,4095.227752582385,26732.87,4510.33,1,0,0,3.0,1
CLI_000589,2025-08-11,46,DIVORCIADO,SECUNDARIA,DEPENDIENTE,PROPIA,1199.625022666328,15085.54,3230.04,0,0,0,1.0,0
CLI_000590,2025-05-02,49,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,10794.094242688967,4539.91,971.4,0,0,0,3.0,0
CLI_000591,2025-05-13,31,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,2420.6504253484654,8766.92,3972.29,1,0,0,0.0,1
CLI_000592,2025-06-12,45,SOLTERO,POSGRADO,INDEPENDIENTE,HIPOTECA,3293.826570172673,5244.16,711.47,0,0,0,1.0,0
CLI_000593,2025-08-03,54,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,6897.556466000233,9199.54,1940.24,0,0,0,1.0,0
CLI_000594,2025-08-09,48,CASADO,POSGRADO,DEPENDIENTE,HIPOTECA,2813.1980726728825,23302.43,6772.68,0,0,0,2.0,0
CLI_000595,2025-08-23,51,SOLTERO,POSGRADO,INDEPENDIENTE,PROPIA,2996.381003105482,2122.43,98.35,0,1,0,1.0,1
CLI_000596,2025-11-27,56,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,2521.686749138151,4883.33,62.42,0,0,0,2.0,0
CLI_000597,2025-05-26,45,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,2542.0326089699,1882.3,126.91,0,0,0,0.0,0
CLI_000598,2025-08-27,34,DIVORCIADO,UNIVERSITARIO,DESEMPLEADO,PROPIA,3233.5972881605126,58587.52,3761.34,0,0,0,2.0,0
CLI_000599,2025-03-17,50,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,11236.071509508423,3582.78,1511.58,0,0,0,1.0,0
CLI_000600,2025-01-09,28,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,,5470.61,3519.35,0,0,0,1.0,0
CLI_000601,2025-03-15,38,DIVORCIADO,SECUNDARIA,DESEMPLEADO,ALQUILER,3782.3462796076255,24524.87,5305.71,0,0,0,1.0,0
CLI_000602,2025-09-10,47,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,3155.5624693931345,10098.05,582.49,0,0,0,3.0,0
CLI_000603,2025-08-18,18,CASADO,UNIVERSITARIO,DESEMPLEADO,PROPIA,6803.8485849118315,36162.15,27223.29,0,0,0,0.0,0
CLI_000604,2025-01-07,43,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,5023.197427995687,12205.36,3906.09,0,0,1,1.0,0
CLI_000605,2025-06-23,44,SOLTERO,UNIVERSITARIO,DESEMPLEADO,ALQUILER,8491.82125205926,16860.78,7865.53,0,0,0,0.0,0
CLI_000606,2025-05-21,28,DIVORCIADO,POSGRADO,DEPENDIENTE,PROPIA,5615.60689595495,13019.71,8800.76,0,0,0,1.0,0
CLI_000607,2025-06-17,44,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,,17544.12,6665.75,1,0,0,0.0,0
CLI_000608,2025-06-19,43,DIVORCIADO,UNIVERSITARIO,DESEMPLEADO,ALQUILER,8633.001719158212,5250.69,978.31,0,0,0,1.0,1
CLI_000609,2025-10-10,41,DIVORCIADO,POSGRADO,DEPENDIENTE,PROPIA,7789.595197363,6347.12,4806.11,0,0,0,2.0,0
CLI_000610,2025-05-02,54,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,2763.931129320411,12593.02,3233.85,0,0,0,3.0,0
CLI_000611,2025-07-13,50,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,2733.371825554006,25132.22,9069.01,1,0,0,2.0,1
CLI_000612,2025-01-05,48,SOLTERO,SECUNDARIA,DESEMPLEADO,ALQUILER,5755.987413357703,4616.62,2211.97,0,0,0,0.0,0
CLI_000613,2025-01-29,29,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1331.1272941843813,39273.2,13932.2,0,0,0,0.0,0
CLI_000614,2025-06-14,40,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2386.2352104479314,8619.75,2769.5,0,0,0,1.0,0
CLI_000615,2025-12-05,54,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,10445.406577494992,3240.08,987.24,0,0,0,0.0,0
CLI_000616,2025-05-16,38,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,3118.073726104046,26161.93,2771.93,0,0,0,0.0,0
CLI_000617,2025-11-17,58,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,2125.999794509592,33035.85,9508.8,0,0,0,2.0,0
CLI_000618,2025-12-08,48,CASADO,SECUNDARIA,DEPENDIENTE,PROPIA,3289.944317337247,22272.42,14689.03,0,0,1,0.0,0
CLI_000619,2025-05-25,59,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,2216.7703547585925,8352.41,4007.21,0,0,0,0.0,0
CLI_000620,2025-11-23,29,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,6142.500762860679,35949.69,23624.91,0,0,0,2.0,0
CLI_000621,2025-08-05,39,CASADO,POSGRADO,DESEMPLEADO,ALQUILER,7679.067195375278,6344.96,1379.84,0,0,0,2.0,0
CLI_000622,2025-10-28,40,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,6366.994934619956,2612.81,374.45,0,0,0,0.0,0
CLI_000623,2025-05-12,47,CASADO,UNIVERSITARIO,DESEMPLEADO,PROPIA,1589.8945672058085,6552.98,2852.28,0,1,0,1.0,0
CLI_000624,2025-10-19,32,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,2458.457291269049,6962.94,1106.42,1,0,0,0.0,1
CLI_000625,2025-03-11,23,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1867.6656594819865,20879.07,8365.71,0,0,0,0.0,0
CLI_000626,2025-09-09,45,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,1178.0970082371337,16567.42,10808.02,0,0,0,2.0,0
CLI_000627,2025-10-02,36,CASADO,POSGRADO,INDEPENDIENTE,HIPOTECA,5728.675279907481,13147.33,2188.06,0,0,0,0.0,0
CLI_000628,2025-12-30,35,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,2982.3579344543723,4065.64,1302.49,0,0,0,2.0,0
CLI_000629,2025-07-01,33,SOLTERO,POSGRADO,DEPENDIENTE,ALQUILER,2158.3870688758907,20809.27,10990.7,0,1,0,2.0,0
CLI_000630,2025-06-16,42,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,2311.2036765548883,1890.27,78.14,0,0,0,2.0,0
CLI_000631,2025-04-01,29,DIVORCIADO,UNIVERSITARIO,DESEMPLEADO,ALQUILER,1532.6568189806133,4469.69,372.66,1,0,0,2.0,0
CLI_000632,2025-07-21,38,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,7160.783566409463,11054.41,4245.8,0,0,0,0.0,0
CLI_000633,2025-12-12,31,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1568.8884123860641,9254.08,4352.52,1,0,0,0.0,0
CLI_000634,2025-01-19,34,DIVORCIADO,SECUNDARIA,DEPENDIENTE,ALQUILER,,15574.13,1095.62,0,0,0,2.0,0
CLI_000635,2025-02-08,44,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,,20403.19,5486.69,1,0,0,0.0,0
CLI_000636,2025-05-06,48,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,3032.008350824738,25528.15,8663.74,0,0,0,0.0,0
CLI_000637,2025-06-22,37,CASADO,SECUNDARIA,INDEPENDIENTE,PROPIA,2558.6853553383817,41690.65,15430.31,0,0,0,2.0,0
CLI_000638,2025-05-21,51,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,5469.172913885473,11172.55,385.18,0,0,0,3.0,0
CLI_000639,2025-08-30,30,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,5422.285084285103,11925.23,5289.07,0,0,0,1.0,1
CLI_000640,2025-08-08,24,DIVORCIADO,POSGRADO,DESEMPLEADO,HIPOTECA,1162.8902348313331,11369.7,1200.02,0,0,0,1.0,0
CLI_000641,2025-05-06,26,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1456.0050262798973,28688.88,17802.53,0,0,0,0.0,1
CLI_000642,2025-02-27,29,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,9249.822703733225,19262.49,675.02,0,0,0,,0
CLI_000643,2025-05-28,26,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,6517.368369122942,9754.17,3038.78,0,0,0,3.0,0
CLI_000644,2025-11-13,63,SOLTERO,SECUNDARIA,DESEMPLEADO,ALQUILER,2752.082837182,15330.65,1434.35,0,0,0,1.0,0
CLI_000645,2025-12-27,23,CASADO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,,5863.93,443.39,0,0,0,1.0,0
CLI_000646,2025-01-01,51,CASADO,POSGRADO,DEPENDIENTE,ALQUILER,2082.565052366975,3681.9,549.05,0,0,0,1.0,0
CLI_000647,2025-12-14,40,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,4780.578984006277,2081.34,1275.21,0,0,0,0.0,0
CLI_000648,2025-07-09,43,CASADO,SECUNDARIA,DEPENDIENTE,ALQUILER,11207.990620218385,7928.5,1752.53,0,0,0,2.0,0
CLI_000649,2025-07-10,31,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,4372.508092211664,7090.46,1831.71,0,0,0,1.0,0
CLI_000650,2025-11-08,44,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1118.8055187561813,18557.44,3849.77,2,0,0,0.0,1
CLI_000651,2025-04-27,30,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,4706.56608428186,9899.1,1600.72,0,0,0,1.0,0
CLI_000652,2025-05-14,51,CASADO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,11160.708361797242,3752.05,120.62,0,0,0,0.0,0
CLI_000653,2025-02-27,52,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,2579.580773846623,2738.78,982.38,1,1,0,0.0,1
CLI_000654,2025-02-13,39,SOLTERO,POSGRADO,DEPENDIENTE,PROPIA,10514.868360006896,2494.34,753.31,0,0,0,1.0,1
CLI_000655,2025-06-22,40,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,4911.899271125064,1715.9,960.24,0,0,0,0.0,1
CLI_000656,2025-06-09,45,DIVORCIADO,POSGRADO,DEPENDIENTE,PROPIA,,2430.73,871.26,0,0,0,,0
CLI_000657,2025-06-22,45,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,1574.539500132405,18320.48,11034.96,1,0,0,0.0,1
CLI_000658,2025-11-13,52,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1703.8194204139286,19318.69,4150.06,0,0,0,0.0,0
CLI_000659,2025-10-30,51,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,5229.869856205694,6762.06,2352.91,0,1,0,0.0,0
CLI_000660,2025-05-29,40,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,4141.509220915586,1902.61,395.29,0,0,0,2.0,0
CLI_000661,2025-03-21,35,CASADO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,3152.8857600228343,3154.78,397.39,1,0,0,1.0,0
CLI_000662,2025-08-01,49,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2094.770858144807,9997.81,412.84,1,1,0,1.0,1
CLI_000663,2025-07-22,39,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,9346.757460649646,46775.85,14813.05,1,0,0,0.0,1
CLI_000664,2025-09-09,42,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1866.6526924682275,3067.06,463.19,1,0,0,0.0,0
CLI_000665,2025-08-17,46,DIVORCIADO,SECUNDARIA,INDEPENDIENTE,ALQUILER,2192.3385084930796,3511.25,1603.9,0,0,0,1.0,1
CLI_000666,2025-06-13,51,CASADO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,1222.6930827957344,7727.35,4061.15,0,0,0,3.0,0
CLI_000667,2025-08-15,43,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2152.1134694019133,12972.0,1551.74,0,1,0,0.0,0
CLI_000668,2025-05-27,34,CASADO,SECUNDARIA,INDEPENDIENTE,PROPIA,9994.176529158696,7469.51,4692.6,0,0,0,1.0,1
CLI_000669,2025-01-20,60,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1752.1859055886662,13304.86,1508.32,0,0,1,3.0,1
CLI_000670,2025-02-16,57,DIVORCIADO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,1823.3830900425387,2309.38,1026.36,0,0,0,1.0,0
CLI_000671,2025-08-21,29,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,4231.819786144442,3865.83,1051.66,2,0,0,0.0,1
CLI_000672,2025-11-01,30,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,3954.1855059988516,2381.49,620.97,0,1,0,2.0,0
